Hshd_num,last_purchase_date,first_purchase_date,purchase_count,total_spend,total_units,avg_basket_value,unique_products,store_region,tenure,tenure_safe,purchase_frequency,recency,spend_per_day,spend_per_visit,product_diversity,dept_food,dept_non-food,dept_pharma,Loyalty_flag,Age_range,Marital_status,Income_range,Homeowner_desc,Hshd_composition,Hshd_size,Children,future_spend,annual_clv,blended_monthly_spend,clv_12_month,predicted_clv,clv_tier
4594,2020-05-17,2018-08-17,356,6496.46,2269,18.248483146067414,1114,WEST,639,639,16.713615023474176,0,10.16660406885759,18.248483146067414,0.49096518289995594,4521.01,1770.81,204.64,N,,,,,,,,1329.1100000000001,5316.4400000000005,304.99812206572767,3659.977464788732,3640.2773089095226,Silver
4603,2020-05-17,2018-08-24,214,7089.64,2222,33.12915887850467,833,WEST,632,632,10.158227848101266,0,11.217784810126583,33.129158878504676,0.3748874887488749,5599.62,1436.64,53.379999999999995,N,35-44,Married,50-74K,Homeowner,2 Adults,2.0,,1649.07,6596.28,336.5335443037975,4038.40253164557,4011.384383573072,Gold
4604,2020-05-15,2018-08-18,199,9979.64,3315,50.148944723618094,1022,WEST,636,636,9.38679245283019,2,15.691257861635219,50.14894472361809,0.3082956259426848,9378.11,601.53,0.0,Y,25-34,Single,100-150K,Homeowner,Single Female,1.0,,1932.31,7729.24,470.7377358490566,5648.852830188679,5670.579925939103,Gold
4606,2020-05-15,2018-08-19,182,6033.1900000000005,1955,33.1493956043956,697,WEST,635,635,8.598425196850393,2,9.501086614173229,33.14939560439561,0.3565217391304348,5840.13,151.71,41.35,N,75+,Single,35-49K,Homeowner,Single Male,1.0,,857.7,3430.8,285.03259842519685,3420.391181102362,3460.229034667491,Silver
4607,2020-05-13,2018-08-19,174,10653.85,2706,61.22902298850575,1030,WEST,633,633,8.246445497630331,4,16.830726698262243,61.22902298850575,0.38063562453806354,7001.71,3033.83,618.31,Y,,,,,,,,2299.89,9199.56,504.92180094786727,6059.061611374407,6086.674050978714,Gold
4614,2020-05-10,2018-08-23,100,5008.55,1582,50.0855,572,WEST,626,626,4.792332268370607,7,8.000878594249201,50.0855,0.3615676359039191,4154.97,775.1,78.48,Y,,,,,,,,566.8100000000001,2267.2400000000002,240.02635782747603,2880.3162939297126,2874.2362979530676,Silver
4623,2020-05-04,2018-08-17,153,6721.0,1852,43.928104575163395,796,EAST,626,626,7.332268370607029,13,10.736421725239616,43.928104575163395,0.4298056155507559,5532.05,1067.26,121.69,Y,25-34,Married,50-74K,,2 Adults,2.0,,1128.57,4514.28,322.0926517571885,3865.111821086262,3917.6730908956088,Silver
4713,2020-05-17,2018-08-19,522,18372.91,6550,35.197145593869735,2605,SOUTH,637,637,24.583987441130297,0,28.84287284144427,35.197145593869735,0.3977099236641221,14371.210000000001,3721.75,279.95,Y,45-54,Single,100-150K,Homeowner,1 Adult and Kids,5.0,3.0,2665.98,10663.92,865.2861852433281,10383.434222919937,10703.561720410986,Platinum
4716,2020-05-12,2018-08-20,153,4590.6,1130,30.003921568627455,481,WEST,631,631,7.274167987321711,5,7.275118858954042,30.003921568627455,0.42566371681415927,2623.4500000000003,1967.15,0.0,N,45-54,Single,75-99K,Homeowner,Single Female,1.0,,650.9300000000001,2603.7200000000003,218.25356576862123,2619.0427892234547,2433.7884048450437,Silver
4719,2020-05-16,2018-08-17,282,8003.38,3262,28.38078014184397,822,CENTRAL,638,638,13.260188087774296,1,12.54448275862069,28.38078014184397,0.25199264255058246,5611.12,2123.18,269.08,Y,75+,Married,UNDER 35K,Homeowner,2 Adults,2.0,,1420.45,5681.8,376.3344827586207,4516.013793103449,4549.152386810174,Gold
4724,2020-05-15,2018-08-17,181,2985.45,1189,16.494198895027626,164,WEST,637,637,8.524332810047095,2,4.6867346938775505,16.494198895027623,0.13793103448275862,2768.4,202.06,14.99,N,65-74,Single,50-74K,Homeowner,Single Male,1.0,,416.90000000000003,1667.6000000000001,140.6020408163265,1687.224489795918,1705.171462683351,Bronze
4725,2020-05-17,2018-08-17,104,7002.74,2853,67.33403846153846,931,CENTRAL,639,639,4.88262910798122,0,10.958904538341157,67.33403846153846,0.326323168594462,6160.27,780.74,61.73,Y,75+,Married,UNDER 35K,Homeowner,2 Adults,2.0,,781.72,3126.88,328.7671361502347,3945.2056338028165,3949.5746114490285,Silver
4740,2020-05-10,2018-08-24,145,5455.96,1841,37.62731034482759,839,SOUTH,625,625,6.96,7,8.729536,37.627310344827585,0.4557305812058664,4068.7000000000003,1176.8700000000001,210.39,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult and Kids,2.0,1.0,809.32,3237.28,261.88608,3142.63296,3130.4283541426125,Silver
4745,2020-05-17,2018-08-17,407,7544.29,3066,18.536339066339067,1060,WEST,639,639,19.107981220657276,0,11.80640062597809,18.536339066339067,0.3457273320287019,7321.42,204.31,18.56,N,35-44,Single,UNDER 35K,Renter,Single Female,1.0,,1226.43,4905.72,354.19201877934273,4250.304225352113,4261.724050477033,Gold
4753,2019-04-27,2019-03-15,6,223.18,81,37.196666666666665,58,WEST,43,43,4.186046511627907,386,5.190232558139535,37.196666666666665,0.7160493827160493,203.82,19.36,0.0,Y,,,,,,,,0.0,0.0,18.343561643835617,220.12273972602742,215.37684862825526,Bronze
4757,2020-05-17,2018-08-19,131,4602.68,1258,35.13496183206107,639,CENTRAL,637,637,6.169544740973312,0,7.225557299843015,35.13496183206107,0.5079491255961844,3373.41,1120.32,108.95,N,25-34,Single,100-150K,Homeowner,1 Adult,1.0,,272.67,1090.68,216.76671899529043,2601.2006279434854,2564.2644280530935,Silver
4766,2020-05-14,2018-08-18,214,13664.26,5511,63.851682242990655,1649,WEST,635,635,10.11023622047244,3,21.51851968503937,63.851682242990655,0.2992197423335148,11905.82,1530.9,227.54,Y,45-54,Married,75-99K,Homeowner,2 Adults and Kids,3.0,1.0,1545.82,6183.28,645.5555905511811,7746.667086614174,7733.707909191214,Platinum
4774,2020-05-17,2018-12-27,64,4328.01,1364,67.62515625,699,WEST,507,507,3.7869822485207103,0,8.536508875739646,67.62515625,0.5124633431085044,3616.87,605.76,105.38,Y,25-34,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,792.77,3171.08,256.0952662721894,3073.143195266273,3022.7998990033857,Silver
4778,2020-05-15,2018-08-17,290,13896.66,5055,47.91951724137931,1475,WEST,637,637,13.657770800627944,2,21.81579277864992,47.91951724137931,0.29179030662710187,12896.6,867.96,132.1,Y,65-74,Single,UNDER 35K,Homeowner,1 Adult and Kids,3.0,2.0,1318.41,5273.64,654.4737833594976,7853.685400313971,7783.443842104706,Platinum
4809,2020-05-17,2018-08-21,140,7698.33,2964,54.98807142857143,876,CENTRAL,635,635,6.6141732283464565,0,12.123354330708661,54.98807142857143,0.29554655870445345,7373.07,217.22,108.04,Y,,,,,,,,952.92,3811.68,363.7006299212598,4364.407559055117,4362.287601769387,Gold
4813,2018-08-26,2018-08-26,1,1.0,2,1.0,1,WEST,0,1,30.0,630,1.0,1.0,0.5,1.0,0.0,0.0,Y,45-54,Single,75-99K,Homeowner,Single Male,1.0,,0.0,0.0,0.0821917808219178,0.9863013698630136,63.8746531728323,Bronze
4816,2020-05-13,2018-08-21,121,5183.6,2462,42.839669421487606,772,WEST,631,631,5.752773375594295,4,8.214896988906498,42.839669421487606,0.31356620633631194,5132.57,42.06,8.97,Y,45-54,Married,50-74K,Renter,2 Adults,2.0,,1086.99,4347.96,246.44690966719492,2957.362916006339,2960.690551667925,Silver
4823,2019-11-05,2019-10-31,4,117.24000000000001,44,29.309999999999995,35,WEST,5,5,24.0,194,23.448,29.310000000000002,0.7954545454545454,85.75,31.490000000000002,0.0,Y,,,,,,,,0.0,0.0,9.636164383561644,115.63397260273973,323.465890372467,Bronze
4836,2020-05-16,2018-08-19,401,14137.880000000001,5148,35.25655860349127,2162,SOUTH,636,636,18.91509433962264,1,22.229371069182392,35.25655860349127,0.41996891996892,13157.81,831.9,148.17000000000002,Y,,,,,,,,1966.76,7867.04,666.8811320754718,8002.573584905662,7838.36790625157,Platinum
4851,2020-05-03,2018-09-11,60,3250.73,1079,54.17883333333334,522,CENTRAL,600,600,3.0,14,5.417883333333333,54.17883333333334,0.48378127896200185,2840.56,404.88,5.29,N,,,,,,,,560.3100000000001,2241.2400000000002,162.5365,1950.4379999999999,1869.191228981037,Bronze
4857,2020-05-16,2018-08-23,968,12057.7,5190,12.456301652892563,2310,CENTRAL,632,632,45.949367088607595,1,19.07863924050633,12.456301652892563,0.44508670520231214,10368.73,1541.74,147.23,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,4.0,2.0,2912.85,11651.4,572.3591772151899,6868.310126582279,6903.907379578792,Platinum
4878,2020-05-09,2018-08-22,129,4879.82,1736,37.828062015503875,591,EAST,626,626,6.182108626198083,8,7.795239616613418,37.828062015503875,0.34043778801843316,4358.4800000000005,405.88,115.46000000000001,N,65-74,Married,35-49K,Homeowner,2 Adults,2.0,,1009.3100000000001,4037.2400000000002,233.85718849840254,2806.28626198083,2804.3551402674984,Silver
4879,2020-04-15,2018-08-23,65,9029.76,2606,138.91938461538462,1303,CENTRAL,601,601,3.24459234608985,32,15.024559068219634,138.91938461538462,0.5,5944.28,2865.34,220.14,Y,,Single,75-99K,Homeowner,Single Male,1.0,,993.9300000000001,3975.7200000000003,450.736772046589,5408.841264559068,5302.059036945617,Gold
4897,2020-05-16,2018-08-19,331,6552.54,2156,19.79619335347432,1046,SOUTH,636,636,15.613207547169813,1,10.302735849056603,19.79619335347432,0.48515769944341375,5519.64,1008.92,23.98,N,,,,,,,,591.48,2365.92,309.08207547169815,3708.984905660378,3691.0803911436433,Silver
4904,2020-05-17,2018-09-14,95,9829.28,3452,103.46610526315789,1223,CENTRAL,611,611,4.6644844517184945,0,16.08720130932897,103.4661052631579,0.35428736964078794,7446.3,2077.9700000000003,305.01,Y,,,,,,,,2702.4,10809.6,482.6160392798691,5791.392471358429,5725.541930500223,Gold
4909,2019-12-23,2018-08-21,3,54.35,14,18.11666666666667,12,EAST,489,489,0.18404907975460122,146,0.11114519427402864,18.116666666666667,0.8571428571428571,38.59,15.76,0.0,N,45-54,Married,100-150K,Homeowner,2 Adults and Kids,4.0,2.0,0.0,0.0,3.334355828220859,40.012269938650306,123.10255607872709,Bronze
4974,2020-05-17,2018-08-19,127,5712.07,1805,44.97692913385827,747,CENTRAL,637,637,5.981161695447409,0,8.967142857142857,44.97692913385826,0.4138504155124654,4762.7,902.72,46.65,Y,45-54,Married,50-74K,Homeowner,2 Adults,2.0,,833.04,3332.16,269.0142857142857,3228.171428571428,3247.0499076374003,Silver
4982,2020-05-11,2018-08-20,234,7560.89,2328,32.31149572649573,1087,WEST,630,630,11.142857142857142,6,12.001412698412699,32.31149572649573,0.46692439862542956,6458.55,834.6800000000001,267.66,Y,,,,,,,,993.63,3974.52,360.042380952381,4320.508571428572,4310.801442616772,Gold
4987,2020-05-16,2018-08-17,393,13513.74,4826,34.38610687022901,1084,CENTRAL,638,638,18.479623824451412,1,21.18141065830721,34.38610687022901,0.2246166597596353,12519.85,941.64,52.25,Y,,,,,,,,5363.79,21455.16,635.4423197492163,7625.307836990595,7661.819772147504,Platinum
4989,2018-11-21,2018-11-21,1,15.7,2,15.7,2,EAST,0,1,30.0,543,15.7,15.7,1.0,15.7,0.0,0.0,N,55-64,Single,100-150K,Renter,1 Adult,1.0,,0.0,0.0,1.2904109589041095,15.484931506849314,16.84702063349263,Bronze
