Hshd_num,last_purchase_date,first_purchase_date,purchase_count,total_spend,total_units,avg_basket_value,unique_products,store_region,tenure,tenure_safe,purchase_frequency,recency,spend_per_day,spend_per_visit,product_diversity,dept_food,dept_non-food,dept_pharma,Loyalty_flag,Age_range,Marital_status,Income_range,Homeowner_desc,Hshd_composition,Hshd_size,Children,future_spend,annual_clv,blended_monthly_spend,clv_12_month,predicted_clv,clv_tier
1120,2020-05-16,2018-08-18,222,13249.04,4314,59.68036036036037,1357,EAST,637,637,10.455259026687598,1,20.79912087912088,59.68036036036037,0.3145572554473806,10891.06,2236.9700000000003,121.01,Y,45-54,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,2140.95,8563.8,623.9736263736264,7487.683516483517,7466.2240681827,Platinum
1121,2020-05-09,2018-08-20,91,2638.9,1061,28.9989010989011,611,EAST,628,628,4.3471337579617835,8,4.202070063694268,28.9989010989011,0.5758718190386428,2038.93,544.04,55.93,N,55-64,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,147.0,588.0,126.06210191082803,1512.7452229299365,1415.7352091449616,Bronze
1122,2020-05-05,2018-08-20,184,2957.98,1351,16.075978260869565,402,EAST,624,624,8.846153846153847,12,4.740352564102564,16.075978260869565,0.2975573649148779,2824.71,133.27,0.0,N,55-64,Single,100-150K,Homeowner,1 Adult and Kids,4.0,3.0,460.09000000000003,1840.3600000000001,142.21057692307693,1706.5269230769231,1727.0983376386146,Bronze
1132,2019-12-24,2019-12-24,1,5.49,1,5.49,1,EAST,0,1,30.0,145,5.49,5.49,1.0,0.0,5.49,0.0,Y,65-74,Single,35-49K,Homeowner,Single Female,1.0,,0.0,0.0,0.4512328767123288,5.414794520547946,32.378077219777566,Bronze
1137,2020-05-17,2018-08-19,155,9400.24,2674,60.646709677419366,1017,EAST,637,637,7.2998430141287285,0,14.757048665620093,60.64670967741935,0.38032909498878087,7710.42,1576.93,112.89,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4.0,2.0,2219.7000000000003,8878.800000000001,442.7114599686028,5312.5375196232335,5242.069257136087,Gold
1165,2020-05-12,2018-08-18,147,3558.71,1697,24.20891156462585,536,EAST,633,633,6.966824644549763,5,5.621974723538704,24.20891156462585,0.31585150265173834,2979.62,482.18,96.91,Y,55-64,Single,35-49K,Homeowner,Single Male,1.0,,554.25,2217.0,168.65924170616114,2023.9109004739337,1989.1133468929131,Silver
1187,2020-05-16,2018-08-19,253,10108.72,3755,39.95541501976285,1569,EAST,636,636,11.933962264150944,1,15.894213836477986,39.955415019762846,0.4178428761651132,8284.31,1504.22,320.19,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,5.0,3.0,1643.03,6572.12,476.8264150943396,5721.916981132075,5718.171249199659,Gold
1192,2020-05-12,2018-08-29,264,7277.33,1889,27.56564393939394,401,EAST,622,622,12.733118971061092,5,11.699887459807075,27.56564393939394,0.21228163049232399,6421.63,796.6800000000001,59.02,N,55-64,Single,75-99K,Homeowner,1 Adult,1.0,,880.36,3521.44,350.9966237942122,4211.959485530547,4171.612681427903,Gold
1195,2020-05-17,2018-08-17,227,15776.09,5227,69.49819383259911,1570,EAST,639,639,10.657276995305164,0,24.68871674491393,69.49819383259911,0.30036349722594224,11580.23,3855.94,339.92,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,2382.05,9528.2,740.6615023474178,8887.938028169014,9130.525095123512,Platinum
1205,2020-05-13,2018-08-18,83,5266.63,1724,63.4533734939759,577,EAST,634,634,3.9274447949526814,4,8.30698738170347,63.4533734939759,0.33468677494199534,4738.65,343.19,184.79,N,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,486.62,1946.48,249.2096214511041,2990.5154574132494,2998.4418894816417,Silver
1234,2019-04-02,2019-04-02,1,26.44,7,26.440000000000005,7,WEST,0,1,30.0,411,26.44,26.44,1.0,20.450000000000003,5.99,0.0,Y,45-54,Married,100-150K,Homeowner,2 Adults and Kids,5.0,3.0,0.0,0.0,2.173150684931507,26.077808219178088,25.614793545365945,Bronze
1241,2020-05-16,2018-08-18,602,28001.05,10035,46.513372093023264,2588,EAST,637,637,28.35164835164835,1,43.957692307692305,46.51337209302326,0.2578973592426507,21445.53,6010.38,545.14,Y,55-64,Married,35-49K,Homeowner,2 Adults and Kids,3.0,1.0,3715.82,14863.28,1318.730769230769,15824.769230769229,13879.306755965186,Platinum
1245,2020-05-16,2018-08-18,432,25689.52,9886,59.46648148148148,2901,EAST,637,637,20.345368916797486,1,40.328916797488226,59.46648148148148,0.2934452761480882,19091.96,5887.29,710.27,Y,45-54,Married,100-150K,Homeowner,2 Adults and Kids,5.0,3.0,3534.65,14138.6,1209.8675039246468,14518.410047095762,13913.7915927766,Platinum
1251,2020-05-11,2018-08-23,116,14837.4,3459,127.90862068965517,970,EAST,627,627,5.550239234449761,6,23.664114832535883,127.90862068965517,0.2804278693263949,10391.74,4064.64,381.02,Y,65-74,Married,50-74K,Homeowner,2 Adults,2.0,,2628.91,10515.64,709.9234449760766,8519.081339712919,8292.357909840384,Platinum
1261,2020-05-17,2018-08-17,219,8681.24,2759,39.64036529680365,1306,CENTRAL,639,639,10.28169014084507,0,13.585665101721439,39.64036529680365,0.47335991301196084,7382.72,1076.71,221.81,Y,,,,,,,,684.53,2738.12,407.56995305164315,4890.839436619718,4881.561356026572,Gold
1265,2020-05-17,2018-08-17,235,19737.22,6044,83.98817021276597,1992,EAST,639,639,11.032863849765258,0,30.887668231611894,83.98817021276597,0.32958305757776307,15701.57,3642.13,393.52,Y,55-64,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,2548.15,10192.6,926.6300469483568,11119.560563380282,11186.69081238782,Platinum
1270,2020-05-13,2018-08-18,285,18156.3,5728,63.70631578947369,1737,CENTRAL,634,634,13.485804416403786,4,28.63769716088328,63.706315789473685,0.3032472067039106,11707.69,6149.14,299.46999999999997,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,2808.44,11233.76,859.1309148264984,10309.570977917982,10712.766087222426,Platinum
1275,2020-05-14,2018-08-18,105,3828.44,2042,36.46133333333333,494,EAST,635,635,4.960629921259843,3,6.02903937007874,36.461333333333336,0.24191968658178256,2725.06,816.46,286.92,Y,,,,,,,,544.88,2179.52,180.8711811023622,2170.454173228346,2088.307052021814,Silver
1277,2020-05-10,2018-08-25,116,6012.78,2018,51.834310344827585,780,CENTRAL,624,624,5.576923076923077,7,9.635865384615384,51.834310344827585,0.3865213082259663,3947.08,1400.02,665.68,Y,55-64,Single,35-49K,Homeowner,1 Adult,1.0,,772.87,3091.48,289.0759615384615,3468.911538461538,3458.1603549383626,Silver
1290,2020-05-17,2018-08-17,131,8021.06,3364,61.22946564885496,1245,CENTRAL,639,639,6.150234741784037,0,12.552519561815338,61.22946564885496,0.3700951248513674,6924.95,597.81,498.3,Y,65-74,Married,35-49K,Homeowner,2 Adults,2.0,,1197.78,4791.12,376.5755868544601,4518.907042253521,4549.152386810174,Gold
1301,2019-06-17,2019-06-17,1,30.89,8,30.89,8,SOUTH,0,1,30.0,335,30.89,30.89,1.0,29.1,1.79,0.0,Y,45-54,Single,150K+,Renter,1 Adult and Kids,2.0,1.0,0.0,0.0,2.5389041095890414,30.466849315068497,45.40808287019011,Bronze
1308,2020-05-11,2018-08-23,140,3485.51,1152,24.896500000000003,506,SOUTH,627,627,6.698564593301436,6,5.55902711323764,24.896500000000003,0.4392361111111111,2526.7000000000003,887.96,70.85000000000001,N,55-64,Single,35-49K,Homeowner,Single Male,1.0,,903.44,3613.76,166.77081339712922,2001.2497607655505,1948.0688124471762,Bronze
1349,2020-05-10,2018-08-25,73,1386.95,524,18.999315068493154,334,SOUTH,624,624,3.5096153846153846,7,2.222676282051282,18.99931506849315,0.6374045801526718,1215.55,152.53,18.87,N,45-54,Single,35-49K,Renter,Single Male,1.0,,370.52000000000004,1482.0800000000002,66.68028846153847,800.1634615384617,813.2960701029932,Bronze
1358,2020-04-15,2018-08-26,41,411.8,174,10.043902439024391,127,SOUTH,598,598,2.05685618729097,32,0.688628762541806,10.043902439024391,0.7298850574712644,382.48,29.32,0.0,N,45-54,Single,100-150K,Homeowner,1 Adult and Kids,4.0,3.0,0.0,0.0,20.65886287625418,247.90635451505017,473.7534775877947,Bronze
1373,2020-05-15,2018-08-22,99,3669.57,1568,37.06636363636363,557,EAST,632,632,4.699367088607595,2,5.80628164556962,37.06636363636364,0.3552295918367347,3368.2000000000003,294.89,6.48,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,468.46,1873.84,174.18844936708862,2090.2613924050634,2092.555535278268,Silver
1399,2020-05-12,2018-08-19,161,4024.58,1578,24.99739130434783,762,SOUTH,632,632,7.6424050632911396,5,6.368006329113924,24.997391304347826,0.4828897338403042,3266.77,704.57,53.24,N,25-34,Single,UNDER 35K,Renter,Single Female,1.0,,803.53,3214.12,191.04018987341772,2292.4822784810126,2325.6209360621524,Silver
1404,2020-05-13,2018-08-19,166,13661.25,4619,82.29668674698796,1597,SOUTH,633,633,7.867298578199051,4,21.58175355450237,82.29668674698796,0.34574583243126217,12692.42,881.86,86.97,Y,45-54,Married,100-150K,Homeowner,2 Adults,2.0,,1118.75,4475.0,647.452606635071,7769.431279620852,7723.378373166543,Platinum
1433,2020-05-12,2018-08-17,492,19424.02,8041,39.479715447154476,1431,WEST,634,634,23.2807570977918,5,30.637255520504734,39.479715447154476,0.17796293993284418,16403.44,3011.1,9.48,Y,,,,,,,,1970.5,7882.0,919.117665615142,11029.411987381704,11397.256051282433,Platinum
1437,2020-05-16,2018-08-20,407,11020.99,3825,27.07859950859951,1399,WEST,635,635,19.22834645669291,1,17.355889763779526,27.07859950859951,0.3657516339869281,9924.83,1042.8,53.36,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1.0,,2003.91,8015.64,520.6766929133858,6248.120314960629,6259.209715737504,Gold
1441,2020-05-17,2018-08-18,171,13031.91,3826,76.21,1110,WEST,638,638,8.04075235109718,0,20.426191222570534,76.21,0.2901202300052274,10664.300000000001,1793.77,573.84,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,5.0,3.0,1630.59,6522.36,612.785736677116,7353.4288401253925,7425.750981771975,Platinum
1446,2020-05-17,2018-08-18,128,12925.31,4107,100.978984375,1472,SOUTH,638,638,6.018808777429467,0,20.2591065830721,100.978984375,0.3584124665205746,9074.94,3317.9900000000002,532.38,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,5.0,3.0,1546.03,6184.12,607.773197492163,7293.278369905956,7345.540442654371,Platinum
1448,2020-05-12,2018-08-17,199,9540.710000000001,3854,47.943266331658286,1196,SOUTH,634,634,9.41640378548896,5,15.048438485804418,47.94326633165829,0.3103269330565646,7665.91,1782.34,92.46000000000001,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,727.67,2910.68,451.45315457413255,5417.437854889591,5467.967476311825,Gold
1461,2019-07-02,2019-07-02,1,3.5,1,3.5,1,CENTRAL,0,1,30.0,320,3.5,3.5,1.0,3.5,0.0,0.0,Y,35-44,Single,50-74K,Homeowner,1 Adult and Kids,5.0,3.0,0.0,0.0,0.2876712328767123,3.4520547945205475,19.62583617434726,Bronze
1462,2018-10-07,2018-09-08,10,166.48,44,16.648000000000003,30,SOUTH,29,29,10.344827586206897,588,5.740689655172414,16.648,0.6818181818181818,106.81,59.67,0.0,Y,19-24,Single,50-74K,Renter,1 Adult,1.0,,0.0,0.0,13.683287671232877,164.19945205479453,380.3774240358335,Bronze
1469,2019-12-22,2019-12-22,2,182.65,22,91.325,15,WEST,0,1,60.0,147,182.65,91.325,0.6818181818181818,161.08,21.57,0.0,N,75+,,UNDER 35K,Homeowner,2 Adults,2.0,,10.99,43.96,18.665625570776257,223.98750684931508,349.43161166294954,Bronze
1470,2020-05-03,2018-08-19,130,2317.64,1257,17.828000000000003,568,CENTRAL,623,623,6.260032102728732,14,3.7201284109149277,17.828,0.4518695306284805,2117.42,143.33,56.89,N,,,,,,,,141.45,565.8,111.60385232744783,1339.2462279293738,1340.4362537447932,Bronze
1473,2020-05-11,2018-08-29,90,4766.04,1888,52.956,647,WEST,621,621,4.3478260869565215,6,7.6747826086956525,52.956,0.3426906779661017,3668.15,467.76,630.13,Y,75+,Married,35-49K,Homeowner,2 Adults and Kids,4.0,2.0,792.94,3171.76,230.24347826086958,2762.921739130435,2763.723165083777,Silver
1492,2020-05-16,2018-08-17,189,13296.45,4436,70.3515873015873,1357,EAST,638,638,8.887147335423197,1,20.840830721003137,70.3515873015873,0.30590622182146077,8808.29,4040.78,447.38,Y,45-54,Married,35-49K,Renter,2 Adults and Kids,3.0,1.0,2215.87,8863.48,625.2249216300941,7502.699059561129,7474.24325784204,Platinum
1495,2020-05-16,2018-08-18,245,5403.31,1859,22.054326530612244,652,CENTRAL,637,637,11.538461538461538,1,8.48243328100471,22.054326530612247,0.35072619688004303,4180.2300000000005,923.5500000000001,299.53000000000003,N,75+,Married,UNDER 35K,Homeowner,2 Adults,2.0,,372.1,1488.4,254.4729984301413,3053.6759811616957,3059.224320612685,Silver
1526,2020-05-14,2018-08-19,99,5217.55,1492,52.70252525252526,770,CENTRAL,634,634,4.684542586750789,3,8.229574132492115,52.702525252525255,0.5160857908847185,4366.71,706.86,143.98,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,5.0,3.0,1127.27,4509.08,246.88722397476343,2962.6466876971613,2963.2672638593567,Silver
1532,2020-04-26,2018-08-23,120,4609.49,2150,38.412416666666665,987,WEST,612,612,5.882352941176471,21,7.531846405228758,38.412416666666665,0.45906976744186045,3481.48,573.95,554.0600000000001,Y,45-54,Single,100-150K,Homeowner,1 Adult and Kids,,,813.68,3254.72,225.95539215686276,2711.464705882353,2708.89303950627,Silver
1545,2020-05-17,2018-08-18,277,12282.15,3254,44.33989169675091,1350,WEST,638,638,13.025078369905957,0,19.251018808777427,44.339891696750904,0.4148740012292563,10131.44,2016.85,133.86,Y,,,,,,,,2011.6000000000001,8046.400000000001,577.5305642633228,6930.366771159874,6903.907379578792,Platinum
1554,2020-05-14,2018-08-26,125,4022.3,2144,32.1784,1114,EAST,627,627,5.980861244019139,3,6.415151515151515,32.1784,0.519589552238806,3434.27,559.22,28.810000000000002,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1.0,,220.27,881.08,192.45454545454547,2309.4545454545455,2355.3237723740967,Silver
1565,2019-06-15,2019-06-15,1,36.7,10,36.7,10,WEST,0,1,30.0,337,36.7,36.7,1.0,36.7,0.0,0.0,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,3.0164383561643837,36.1972602739726,52.083998587909655,Bronze
1567,2020-05-16,2018-08-19,162,9808.3,3724,60.54506172839507,1198,WEST,636,636,7.6415094339622645,1,15.421855345911949,60.545061728395055,0.3216970998925886,8466.44,1268.35,73.51,Y,45-54,Single,UNDER 35K,Homeowner,Single Male,1.0,,1096.05,4384.2,462.65566037735846,5551.867924528302,5598.8511884301415,Gold
1573,2020-05-09,2019-01-05,3,105.3,46,35.1,40,WEST,490,490,0.1836734693877551,8,0.21489795918367346,35.1,0.8695652173913043,96.33,8.97,0.0,N,45-54,Married,100-150K,Homeowner,2 Adults and Kids,5.0,3.0,0.0,0.0,6.446938775510205,77.36326530612246,109.31243098198851,Bronze
1600,2020-05-17,2018-08-20,113,6432.33,1591,56.923274336283185,461,WEST,636,636,5.330188679245283,0,10.11372641509434,56.923274336283185,0.28975487115022,5486.36,848.9300000000001,97.03999999999999,Y,,,,,,,,1260.27,5041.08,303.4117924528302,3640.941509433962,3633.914151090912,Silver
1618,2020-05-16,2018-08-17,263,7406.54,3087,28.16174904942966,1442,WEST,638,638,12.36677115987461,1,11.608996865203762,28.16174904942966,0.4671201814058957,6169.51,1137.94,99.09,N,55-64,Married,100-150K,Homeowner,2 Adults,2.0,,694.38,2777.52,348.2699059561129,4179.238871473355,4184.7081548989545,Gold
1631,2020-05-17,2018-08-17,587,11349.75,5112,19.335178875638842,1944,WEST,639,639,27.558685446009388,0,17.761737089201876,19.335178875638842,0.38028169014084506,9307.86,1974.27,67.62,Y,55-64,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,1740.13,6960.52,532.8521126760563,6394.225352112676,6384.161956765079,Platinum
1632,2020-05-11,2018-08-17,190,8236.81,2399,43.35163157894738,791,WEST,633,633,9.004739336492891,6,13.012338072669825,43.35163157894736,0.3297207169654022,7033.75,1187.07,15.99,N,45-54,Single,150K+,Homeowner,Single Male,1.0,,1616.39,6465.56,390.3701421800947,4684.441706161137,4640.560929782156,Gold
1647,2020-05-10,2018-08-17,94,10612.45,3161,112.89840425531915,1191,WEST,632,632,4.462025316455696,7,16.791851265822785,112.89840425531915,0.3767795001581778,8504.04,1829.75,278.65999999999997,Y,,,,,,,,2217.68,8870.72,503.7555379746836,6045.066455696203,6084.971090231918,Gold
1652,2020-05-17,2018-09-05,135,8337.91,2726,61.7622962962963,1303,CENTRAL,620,620,6.532258064516129,0,13.448241935483871,61.7622962962963,0.47798972853998534,5835.62,2495.91,6.380000000000001,Y,,,,,,,,2313.16,9252.64,403.4472580645161,4841.367096774194,4848.752180974826,Gold
1660,2019-11-29,2019-04-23,2,10.26,6,5.130000000000001,4,WEST,220,220,0.27272727272727276,170,0.046636363636363636,5.13,0.6666666666666666,8.47,1.79,0.0,Y,35-44,Single,100-150K,Renter,Single Female,1.0,,0.0,0.0,0.8432876712328767,10.119452054794522,16.739290132763912,Bronze
1661,2020-03-14,2018-09-11,48,1617.2,420,33.69166666666667,302,EAST,550,550,2.618181818181818,64,2.9403636363636365,33.69166666666667,0.719047619047619,1367.25,201.65,48.3,Y,,,,,,,,0.0,0.0,88.2109090909091,1058.530909090909,1212.2425935136976,Bronze
1662,2019-11-26,2019-11-26,2,54.86,24,27.43,19,WEST,0,1,60.0,173,54.86,27.43,0.7916666666666666,54.86,0.0,0.0,N,65-74,Married,35-49K,Homeowner,2 Adults,2.0,,0.0,0.0,4.509041095890411,54.108493150684936,92.57799746845501,Bronze
1699,2020-05-17,2018-08-19,306,14652.98,3709,47.885555555555555,1655,EAST,637,637,14.411302982731554,0,23.003108320251176,47.885555555555555,0.446211916958749,10900.39,3421.15,331.44,Y,45-54,,150K+,Homeowner,2 Adults,2.0,,1696.0,6784.0,690.0932496075353,8281.118995290424,8274.825451876006,Platinum
1709,2020-05-15,2018-08-23,85,7313.6900000000005,2408,86.0434117647059,1040,CENTRAL,631,631,4.041204437400951,2,11.590633914421554,86.0434117647059,0.4318936877076412,6339.82,907.75,66.12,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,,,848.61,3394.44,347.7190174326466,4172.628209191759,4172.907948028648,Gold
1729,2020-05-13,2018-08-23,177,7534.89,2991,42.56999999999999,1237,CENTRAL,629,629,8.441971383147854,4,11.979157392686805,42.57,0.41357405549983284,6949.59,566.7,18.6,Y,45-54,Single,75-99K,Renter,1 Adult and Kids,2.0,1.0,976.5500000000001,3906.2000000000003,359.3747217806042,4312.49666136725,4307.1713528086975,Gold
1747,2019-12-29,2019-07-04,2,55.81,23,27.905,20,CENTRAL,178,178,0.33707865168539325,140,0.3135393258426966,27.905,0.8695652173913043,55.81,0.0,0.0,Y,55-64,Married,100-150K,Homeowner,2 Adults,2.0,,0.0,0.0,4.587123287671233,55.04547945205479,83.36972176469313,Bronze
1748,2020-05-05,2018-08-17,402,12537.300000000001,4338,31.18731343283582,1097,WEST,627,627,19.23444976076555,12,19.995693779904308,31.187313432835822,0.2528815122176118,10428.68,1904.28,204.34,Y,45-54,Married,100-150K,,2 Adults and Kids,5.0,3.0,1646.3700000000001,6585.4800000000005,599.8708133971293,7198.449760765551,7180.413368599487,Platinum
1750,2019-06-17,2019-06-17,1,9.98,2,9.98,1,EAST,0,1,30.0,335,9.98,9.98,0.5,9.98,0.0,0.0,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,0.8202739726027398,9.843287671232877,11.036161391485114,Bronze
1770,2020-05-16,2018-08-21,88,8064.59,2450,91.6430681818182,886,CENTRAL,634,634,4.16403785488959,1,12.720173501577287,91.64306818181818,0.3616326530612245,6700.42,1261.17,103.0,Y,65-74,Married,35-49K,Homeowner,2 Adults,2.0,,1247.0,4988.0,381.60520504731863,4579.262460567824,4574.005078625035,Gold
1786,2020-04-30,2018-08-17,346,6719.05,2668,19.419219653179194,978,WEST,622,622,16.688102893890676,17,10.80233118971061,19.41921965317919,0.36656671664167917,6155.45,497.84000000000003,65.76,N,35-44,Married,50-74K,Homeowner,2 Adults and Kids,5.0,3.0,239.41,957.64,324.06993569131834,3888.8392282958202,3917.6730908956088,Silver
1795,2020-05-15,2018-08-19,237,11144.43,5761,47.022911392405064,1529,WEST,635,635,11.196850393700787,2,17.55028346456693,47.022911392405064,0.2654053115778511,10540.42,417.57,186.44,Y,35-44,,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,1540.09,6160.36,526.5085039370078,6318.102047244094,6321.635793977002,Platinum
1797,2020-05-16,2018-08-17,349,9909.84,3696,28.39495702005731,1192,CENTRAL,638,638,16.41065830721003,1,15.532664576802508,28.39495702005731,0.3225108225108225,7407.11,1498.8700000000001,1003.86,N,35-44,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,1389.14,5556.56,465.97993730407524,5591.759247648903,5617.311340383112,Gold
1809,2020-05-16,2018-08-27,225,4672.91,1495,20.768488888888893,822,SOUTH,628,628,10.748407643312103,1,7.440939490445859,20.76848888888889,0.5498327759197325,3970.56,644.97,57.38,Y,,,,,,,,1470.88,5883.52,223.22818471337578,2678.7382165605095,2716.5470438766306,Silver
1836,2020-05-08,2018-08-17,57,8066.42,2718,141.5161403508772,1254,SOUTH,630,630,2.7142857142857144,9,12.80384126984127,141.5161403508772,0.4613686534216336,6822.900000000001,1149.1,94.42,Y,75+,Married,35-49K,Homeowner,2 Adults,2.0,,1512.22,6048.88,384.1152380952381,4609.382857142858,4574.005078625035,Gold
1861,2020-05-16,2018-08-18,404,8061.01,3737,19.952995049504953,2054,CENTRAL,637,637,19.02668759811617,1,12.654646781789639,19.952995049504953,0.5496387476585496,6519.12,1352.92,188.97,Y,35-44,Single,50-74K,Renter,Single Female,1.0,,1348.96,5395.84,379.63940345368917,4555.67284144427,4564.58733115798,Gold
1873,2020-05-13,2018-08-19,144,7799.49,2539,54.16312500000001,1127,CENTRAL,633,633,6.824644549763033,4,12.321469194312796,54.163125,0.44387554155179204,6501.77,1236.07,61.65,Y,45-54,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,1208.57,4834.28,369.64407582938384,4435.728909952606,4438.753705497078,Gold
1885,2020-05-15,2018-08-19,168,20406.52,6680,121.46738095238095,2472,SOUTH,635,635,7.937007874015747,2,32.136251968503935,121.46738095238095,0.37005988023952097,15761.5,4074.28,570.74,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4.0,2.0,2784.58,11138.32,964.087559055118,11569.050708661416,11634.904015239154,Platinum
1895,2020-05-15,2018-08-18,425,12133.93,5335,28.550423529411766,2042,EAST,636,636,20.047169811320757,2,19.078506289308176,28.550423529411766,0.38275538894095595,10237.6,1802.94,93.39,Y,,,,,,,,1744.31,6977.24,572.3551886792453,6868.262264150944,6903.907379578792,Platinum
1904,2020-05-10,2018-08-27,96,5976.650000000001,2032,62.25677083333333,948,EAST,622,622,4.630225080385852,7,9.608762057877815,62.25677083333334,0.46653543307086615,5177.84,632.21,166.6,Y,25-34,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,555.82,2223.28,288.2628617363344,3459.154340836013,3460.229034667491,Silver
1914,2019-06-11,2019-06-11,1,12.360000000000001,6,12.360000000000001,6,EAST,0,1,30.0,341,12.360000000000001,12.360000000000001,1.0,12.360000000000001,0.0,0.0,N,55-64,Single,100-150K,Homeowner,1 Adult,1.0,,0.0,0.0,1.0158904109589042,12.190684931506851,11.038939522028206,Bronze
1916,2020-05-16,2018-08-17,478,11925.78,4145,24.949330543933055,1532,WEST,638,638,22.476489028213166,1,18.692445141065832,24.949330543933055,0.3696019300361882,9810.12,2075.48,40.18,N,55-64,Single,35-49K,Homeowner,Single Female,1.0,,1512.56,6050.24,560.773354231975,6729.2802507837,6831.975839105002,Platinum
1924,2020-05-14,2018-08-18,240,12394.83,3541,51.645125,1265,SOUTH,635,635,11.338582677165354,3,19.519417322834645,51.645125,0.3572437164642756,10101.77,2179.88,113.17999999999999,Y,55-64,Single,100-150K,Homeowner,1 Adult and Kids,4.0,3.0,1827.82,7311.28,585.5825196850393,7026.990236220472,7058.764973326655,Platinum
1937,2019-07-05,2019-07-05,1,1.0,1,1.0,1,EAST,0,1,30.0,317,1.0,1.0,1.0,1.0,0.0,0.0,Y,45-54,Married,75-99K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,0.0821917808219178,0.9863013698630136,32.378077219777566,Bronze
1949,2020-05-14,2018-08-18,250,4565.42,2005,18.261680000000002,639,WEST,635,635,11.811023622047243,3,7.1896377952755905,18.261680000000002,0.31870324189526184,3641.51,745.57,178.34,N,,,,,,,,632.82,2531.28,215.6891338582677,2588.2696062992122,2559.8479171694607,Silver
1963,2019-02-09,2019-01-06,4,27.43,11,6.8575,7,WEST,34,34,3.5294117647058822,463,0.8067647058823529,6.8575,0.6363636363636364,23.84,3.59,0.0,Y,45-54,Married,100-150K,Homeowner,2 Adults and Kids,5.0,3.0,0.0,0.0,2.2545205479452055,27.054246575342468,57.12141368275282,Bronze
1990,2020-05-16,2018-08-19,299,20046.56,5266,67.04535117056855,2135,CENTRAL,636,636,14.10377358490566,1,31.51974842767296,67.04535117056857,0.4054310672236992,16051.08,3183.59,811.89,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,2522.95,10091.8,945.5924528301888,11347.109433962265,11365.629280022968,Platinum
1994,2020-05-14,2018-08-17,143,7059.84,2153,49.36951048951049,706,CENTRAL,636,636,6.745283018867925,3,11.100377358490567,49.36951048951049,0.327914537854157,5784.34,833.89,441.61,Y,,,,,,,,794.63,3178.52,333.011320754717,3996.1358490566045,3984.814353180095,Gold
2004,2020-05-17,2018-08-17,162,14652.64,3643,90.4483950617284,795,EAST,639,639,7.605633802816901,0,22.93057902973396,90.44839506172839,0.21822673620642327,13306.87,1109.33,236.44,Y,25-34,Single,150K+,Homeowner,1 Adult and Kids,2.0,1.0,2582.42,10329.68,687.9173708920188,8255.008450704225,8263.871901385377,Platinum
2011,2020-05-17,2018-08-18,198,18438.9,4699,93.12575757575759,1233,EAST,638,638,9.310344827586208,0,28.901097178683386,93.12575757575759,0.26239625452223875,13250.12,5026.44,162.34,Y,35-44,Single,UNDER 35K,,1 Adult and Kids,2.0,1.0,2650.2000000000003,10600.800000000001,867.0329153605016,10404.39498432602,10628.735528885121,Platinum
2017,2019-08-02,2019-02-03,10,210.88,80,21.088000000000005,55,CENTRAL,180,180,1.6666666666666667,289,1.1715555555555555,21.088,0.6875,113.54,97.34,0.0,Y,45-54,Single,50-74K,Renter,1 Adult,1.0,,0.0,0.0,17.332602739726028,207.99123287671233,372.14829590593877,Bronze
2019,2020-05-13,2018-08-17,149,3407.19,1233,22.867046979865776,553,SOUTH,635,635,7.039370078740157,4,5.365653543307086,22.867046979865773,0.44849959448499593,2816.16,436.47,154.56,N,35-44,Single,150K+,Homeowner,Single Male,1.0,,769.86,3079.44,160.9696062992126,1931.635275590551,1894.5535707023896,Bronze
